Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
1,0.2088263925653898,0,3,0.2714333781965006,0.0967138602664667,0.3772441011235955,0.2705517927736617,0.3846208780498676,4,3,4,-0.6206811374471133,0.4235685240374491,-0.6585240824874923,-0.2597705601652143,-0.1972604927631827,-0.0365847012853582,0.882,0.504
1,1.581010292323941,1,1,0.2712907133243606,0.0967138602664667,0.3771845505617978,0.2705517927736617,2.137683915668146,5,5,4,-0.7085960992368192,0.4984200086389684,-0.7531310822098525,-0.2460841756598931,-0.1160114123350049,0.6024906263080533,0.717,0.716
1,-1.1633575071931614,0,2,0.2776261592580748,-2.3196252240110917,0.3772258426966292,0.2705517927736617,0.0089645128459507,4,3,3,-0.7589904077470636,-0.2157367788706099,-0.7394900729475588,0.5431639974802939,0.0950595683425439,0.091230364233324,0.914,0.569
1,0.0840824016782488,1,3,0.2604933333333333,-2.3196252240110917,0.3165606484069312,0.2705517927736617,0.0089645128459507,4,2,3,-0.4231750593338189,0.4333851121819106,-0.4619395377155649,0.8214538157551572,0.1674772269850502,0.3894655171102494,0.85,0.317
1,-0.5396375527574563,1,3,0.276266139657444,0.0967138602664667,0.1613885267275097,0.2705517927736617,-0.3666918523579661,3,3,2,-0.5411285499953518,1.235891192991643,-0.6518135859955575,-1.0763915023160433,-0.8684485484742166,-1.2721303346326205,0.522,0.584
1,2.3294742376467874,1,1,0.2778081228014071,0.0967138602664667,0.3773856741573033,0.2705517927736617,2.5133402808720637,5,3,2,-0.1095860216609003,-1.4268583411935547,0.0183559980842309,0.1873180003419439,-0.1542809067395814,0.091230364233324,0.811,0.0
1,0.7078023561139539,0,3,0.2765447957839262,0.0967138602664667,0.2208640864086408,0.2705517927736617,0.0089645128459507,3,1,2,0.1805663616175158,0.6064024782280456,0.1261639745120367,-0.2278356629861316,-0.1843077408108644,0.2190454297520063,0.591,0.161
1,1.4562663014368,0,2,0.2783866799204771,-2.3196252240110917,0.2209603960396039,-3.849170007870523,0.0089645128459507,5,4,3,2.848053744180521,0.8604066964659884,2.770319608612791,-0.4376935587343891,-0.2381794137034606,-0.5478449633600874,0.733,0.054
1,-1.412845488967443,1,1,0.2607822222222222,0.0967138602664667,0.3166333147009502,0.2705517927736617,-1.4936609479697167,6,3,2,0.201912422427532,0.9794328277175848,0.1140630791987115,-0.2141492784808104,-0.5119534890592771,0.0060203205542025,0.667,0.187
0,0.2088263925653898,1,4,0.2656610671936759,0.6593918817695976,0.1617692307692307,0.2705517927736617,-0.4919106407592717,5,2,3,1.8219023879217005,-1.4268583411935547,1.9494388738124984,-1.3364328079171452,-0.8451924711052816,-1.0165002035952555,0.323,0.0
1,-1.0386135163060204,0,2,0.2777591941157659,0.0967138602664667,0.2208712871287128,0.2705517927736617,-0.6171294291605774,2,3,2,0.5951640787935009,1.21625801670272,0.4860005978746414,1.4784002720105731,-0.8646215990337589,-1.5277604656699848,1.417,0.153
1,-0.6643815436445972,1,3,0.2712139973082099,0.6593918817695976,0.2056295503211991,0.2705517927736617,-0.7423482175618831,3,1,2,-0.7352236596286951,0.5585466110237955,-0.785143450720558,-0.0453505362485159,-0.3082420265364545,-0.7608700725578912,0.88,0.83
1,0.3335703834525308,0,2,0.2776897985289415,0.6593918817695976,0.3772817415730337,0.2705517927736617,0.3846208780498676,3,3,3,-0.6421372294984182,-0.1568372500038405,-0.6279418197865434,-0.4376935587343891,0.136861631461389,0.5598856044684924,0.857,0.37
0,-0.0406615892088921,0,3,0.2783265407554672,0.6593918817695976,0.3773365168539326,0.2705517927736617,0.3846208780498676,3,3,0,-0.7516183145807178,-1.039103109487323,-0.6583040662090682,-1.2132553473692549,-0.6335327289753547,-0.973895181755695,0.4,0.175
1,-0.6643815436445972,1,2,0.2776379916853214,0.0967138602664667,0.205842255531763,0.2705517927736617,-0.7423482175618831,3,1,2,-0.6948421940757262,0.0848962330535253,-0.7023073218938869,-0.1229067151120026,-0.3965562443931695,0.2616504515915671,0.919,0.532
1,-0.0406615892088921,1,3,0.2776175247841381,-2.3188689363477804,0.3164046953605366,0.2705517927736617,-0.2414730639566605,3,6,1,-0.7012240060704734,0.2247826141121025,-0.721228721838359,0.2420635383632281,0.9835005999810966,0.9859358228641,0.517,0.596
1,0.4583143743396718,0,4,0.2656610671936759,0.6593918817695976,0.22100900090009,0.2705517927736617,0.0089645128459507,6,4,3,-0.5248439262846177,-1.4268583411935547,-0.3968147193020332,-0.8300365812202627,-0.1018811374779305,0.6877006699871747,0.723,0.0
1,2.204730246759646,0,0,0.2782012922465208,0.0967138602664667,0.3772657303370786,0.2705517927736617,2.5133402808720637,6,6,1,-0.6627130716194132,-0.0586713685592249,-0.6573139929561598,-0.0316641517431948,0.0417766569023258,-0.249609810483162,0.903,0.427
1,-0.0406615892088921,1,4,0.2656205533596837,0.6593918817695976,0.1617425032594524,0.2705517927736617,-0.2414730639566605,5,3,2,0.5613844877178567,-0.729880582936784,0.6267010079268491,-0.1867765094701681,-0.0356454740853942,0.091230364233324,0.861,0.041
1,0.3335703834525308,0,2,0.2764519104084321,-2.3188689363477804,0.316569032979318,0.2705517927736617,0.7602772432537845,6,1,4,-0.4052399670037537,0.407616568302699,-0.4416980401005483,0.14169671865754,-0.2375906522510825,-0.0365847012853582,0.684,0.302
1,-0.5396375527574563,1,5,0.2765902503293808,0.6593918817695976,0.2061563169164882,0.2705517927736617,-0.1162542755553549,6,3,2,0.5521418634496021,0.1106647769327369,0.5421047488727853,-0.0772854334275987,-0.7951477476531431,-0.5052399415205266,0.71,0.092
1,0.0840824016782488,0,2,0.2711345895020188,0.0967138602664667,0.3771193820224718,0.2705517927736617,0.7602772432537845,3,1,2,-0.6999036311750084,1.21625801670272,-0.8087952006511481,1.6882581677588304,-0.0747981106685379,0.1764404079124456,0.865,0.948
1,0.2088263925653898,0,2,0.2656610671936759,0.6593918817695976,0.3773856741573033,0.2705517927736617,0.0089645128459507,4,3,1,-0.7915266457961451,-1.4268583411935547,-0.6634414463102708,-0.0772854334275987,0.1498143834137072,0.7303056918267355,0.822,0.0
1,0.3335703834525308,0,3,0.2777236968340262,0.0967138602664667,0.3165902738960313,0.2705517927736617,-0.4919106407592717,1,3,3,-0.3556158771825305,0.3229484955567181,-0.384493807710284,-0.752480402356776,0.0703315873426637,0.645095648147614,0.702,0.264
1,-0.4148935618703152,1,4,0.2598533333333333,-2.3188689363477804,0.2057901498929336,0.2705517927736617,-0.3666918523579661,4,3,4,-0.7223500043979121,0.1069835563785638,-0.7317895032027154,0.5979095355015785,0.0473698906999178,0.0060203205542025,0.806,0.605
1,-0.2901495709831742,1,1,0.2716588156123822,0.6593918817695976,0.2061013561741613,0.2705517927736617,0.0089645128459507,5,2,3,0.6401668564805969,1.5672010428672207,0.4995315989977232,2.3862637775302096,-0.9329179275096184,-1.4851554438304242,0.667,0.169
