Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
1,0.957290337888236,0,1,0.2763451910408432,0.0967138602664667,0.2205913591359136,0.2705517927736617,0.0089645128459507,1,3,3,-0.540138268823753,0.6935246980101419,-0.6021999152109244,-0.752480402356776,1.221654607468038,1.4545910630992684,0.678,0.464
0,1.4562663014368,0,4,0.2782475149105368,0.6593918817695976,0.2207083708370837,0.2705517927736617,1.5115899736616183,1,4,3,-0.3560560021476854,0.7855552118644691,-0.4264069087500738,-1.2178174755376954,-0.676217934272767,-1.1017102472743772,0.393,0.334
1,-0.1654055800960332,0,4,0.2765830039525692,0.0967138602664667,0.3773567415730336,-3.849170007870523,0.0089645128459507,6,1,3,0.8092848743413954,0.5953588165655264,0.7557405552225799,-0.127468843280443,-0.8737474015456195,-1.2295253127930597,1.25,0.103
1,-1.5375894798545844,0,2,0.2775861848417013,0.0967138602664667,0.3771907303370787,0.2705517927736617,0.0089645128459507,4,3,4,-0.55092133047005,1.6616857037576631,-0.6997771346920099,1.8159977564751613,-0.5263781446425405,-0.8034750943974519,1.3,0.694
1,0.3335703834525308,0,2,0.2780616302186879,0.6593918817695976,0.3163420905533818,0.2705517927736617,0.3846208780498676,5,3,4,-0.6504996038363626,0.9364852545855656,-0.7343196904045926,-0.7205455051776933,-0.1760650804775711,-0.1643997668040405,0.794,0.708
1,1.705754283211082,0,0,0.2601955555555555,0.6593918817695976,0.3772589887640449,0.2705517927736617,1.1359336084577014,5,2,4,-0.7915266457961451,-0.6317147014921685,-0.734726720519677,-1.2908115262327415,-0.9234977442715688,-1.6129705093491065,1.077,0.451
1,-0.4148935618703152,0,4,0.2762022397891963,0.0967138602664667,0.2203960396039603,0.2705517927736617,-0.9927857943644944,2,2,1,-0.6375159173642909,0.946301842730027,-0.7222187950912674,0.5157912284696515,1.2481488728250525,0.9433308010245394,0.554,0.681
1,0.7078023561139539,0,2,0.2763550724637681,0.0967138602664667,0.3164868641699274,0.2705517927736617,1.1359336084577014,3,1,3,-0.5673159854220727,0.4873763469764492,-0.6108905582086761,0.6115959200068998,-0.2673231055961765,-0.2922148323227228,0.871,0.449
1,-2.0365654434031484,1,0,0.2776047329708986,0.6593918817695976,0.3772070224719101,0.2705517927736617,0.0089645128459507,3,3,2,-0.6692049148554491,0.564681978614084,-0.7196886078893903,-0.5015633530925545,-0.7459861663795718,-0.5904499851996481,0.275,0.636
0,-1.6623334707417254,0,3,0.2778081228014071,0.0967138602664667,0.3773856741573033,0.2705517927736617,0.0089645128459507,5,2,3,-0.7894690615840455,-1.4268583411935547,-0.6613842941070055,-0.378385892544664,-0.6488405267371853,-0.8460801162370127,0.364,0.0
